index,메뉴명,조리방법,요리종류,열량,탄수화물,단백질,지방,나트륨,이미지경로,재료정보,저감조리법TIP,만드는법,감정,재료
835,무염 겉절이,기타,반찬,11.96,2.53,0.45,0.01,1.67,http://www.foodsafetykorea.go.kr/uploadimg/20190409/20190409042946_1554794986601.jpg,알배추 50g  적양파 15g  대파 5g  풋고추 3g  마늘 5g  무청 3g  고춧가루 5g  매실액 2g  식초 5g  사과 10g,칼륨이 많은 무청과 고추  양파를 사용해 나트륨 배출을 도와줘요.,1. 알배추는 세척 후 먹기 좋은 크기로 잘라 물에 담군다.||2. 대파와 풋고추는 어슷썰고 양파는 굵게 채 썬다.||3. 마늘은 곱게 다지고 사과는 믹서에 간다.||4. 사과즙  다진마늘  고춧가루  매실액  식초를 섞어 겉절이 양념을 만든다.||5. 물에 담궈뒀던 알배추를 건져 물기를 뺀 뒤 넓은 볼에 담는다.||6. 알배추와 양파  대파  풋고추  무청을 겉절이 양념에 골고루 버무린다.,0,알배추 적양파 대파 풋고추 마늘 무청 고춧가루 매실액 식초 사과
836,닭가슴살호두크로켓,튀기기,반찬,623.5,50.8,43.8,27.2,312.9,http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313023223_1584077543747.jpg,닭가슴살 80g  두부 20g  양파 12.5g  대파 5g  호두 5g  땅콩 2.5g  마늘 2g  생강 0.5g  후추 0.3g  설탕 3.8g  식초 2.5g  계란 65g(1.5개)  쌀가루 7g  빵가루 25g  순무 24g  두유 45ml  홀그레인 2.5g  땅콩버터 5g  레몬 7g  파슬리 0.5g,두부와 두유로 마요네즈를 만들어 나트륨 사용을 줄였어요.,1. 양파  대파  호두  닭가슴살은 잘게 다진다.||2. ①에 물기를 제거한 두부와 생강  마늘  후추를 섞어 반죽한다.||3. 반죽을 쌀가루  계란물  빵가루 순으로 묻히고 튀겨 크로켓을 만든다.||4. 믹서에 두부  두유를 넣고 갈아 두부 마요네즈를 만든다.||5. 순무와 양파는 다지고  계란은 삶아 다져 준비한다.||6. 두부 마요네즈에 ⑤의 재료와 설탕  레몬  식초  땅콩버터  후추  홀그레인  파슬리가루를 넣어 타르소스를 만든다.,0,닭가슴살 두부 양파 대파 호두 땅콩 마늘 생강 후추 설탕 식초 달걀 쌀가루 빵가루 순무 두유 홀그레인 땅콩버터 레몬 파슬리
837,누룽지상추샐러드&유자드레싱,기타,반찬,105.56,19.51,0.67,2.75,8.32,http://www.foodsafetykorea.go.kr/uploadimg/20210128/20210128055656_1611824216006.jpg,누룽지 5g  로메인상추 7.5g  파프리카(빨간색/노란색) 12.5g  유자청 7.5g  식용유 500g  올리브유 3.5g  레몬즙 1g  식초 1g  후추 0.1g,과일의 상큼한 맛과 튀긴 누룽지의 고소한 맛으로 싱거운 맛을 보완했어요.,1. 로메인 상추를 한 입 크기로 썬다.||2. 파프리카는 사방 0.3cm 크기로 썬다.||3. 누룽지를 튀긴 후 으깬다.||4. 유자청  레몬즙  올리브유  식초  후추를 섞어 드레싱을 만든다.||5. 로메인 상추 위에 파프리카와 튀긴 누룽지를 고명으로 올린다.||6. 드레싱을 얹어 낸다.,0,누룽지 로멩인상추 파프리카 유자청 식용유 올리브유 레몬즙 식초 후추
838,견과류 미숫가루 빵,기타,기타,353,44.89,12.56,13.64,5.64,http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129052423_1611908663012.jpg,(반죽재료) 강력분60g  박력분 30g  미숫가루 150g  이스트 4g  소금 5g  달걀 50g(1개)   버터 30g  아몬드20g  해바라기씨 30g  호박씨 10g  건포도 20g  (아몬드우유) 아몬드 30g  우유 180g  (토핑) 버터10g  아몬드 슬라이스10g  미숫가루10g,견과류를 구울 때 생기는 견과류의 단맛과 고소함을 이용한 빵이에요.,"1. (아몬드우유) 믹서기에 아몬드와 우유를 갈아 아몬드 우유를 만든다.||2. 밀가루  미숫가루  이스트  소금  달걀  아몬드 우유를 넣어 손으로 반죽하다가 아몬드  해바라기씨  호박씨 넣고 반죽한다.||3. ②이 한 덩어리가 되면 무염버터를 넣어 반죽을 하고 마지막으로 건포도를 넣어 섞는다.||4. ""크기가 2.5배가 될 때까지 1차 발효하고 반죽을 접어 공기를 빼고 3등분으로 나눠 둥글리기 후 10분 정도 중간 발효한다.
★반죽이 달라붙으면 덧가루를 뿌리면서 작업하면 수월해요.""||5. 발효가 끝나면 다시 둥글리기를 해주고 반죽의 매끄러운 면이 위로 가도록 팬닝 후 40~50분 2차 발효 시킨다.||6. ""180℃ 오븐에서 20~25분 동안 구워서 완성시킨 뒤 위에 버터를 바르고 아몬드 슬라이스와 미숫가루로 토핑한다.
★ 버터는 살짝 녹여 사용하세요.""",0,강력분 박력분 미숫가루 이스트 소금 달걀 버터 아몬드 해바라기씨 호박씨 건포도 아몬드 우유 아몬드슬라이스
839,돼지 함초 덮밥,기타,일품,816.8,83.6,43.3,34.4,498.9,http://www.foodsafetykorea.go.kr/uploadimg/20210310/20210310093936_1615336776669.jpg,양파(10g)  쪽파(3g)  레몬(3g)  무순(20개)  멸치(7~8마리)  건함초(3g)  다시마(5g)  밥(210g)  꽈리고추(5개)  돼지고기(등심  120g)  수란(1개)  김가루(2g)  고추냉이(2g)  마늘(3쪽)  생강(1톨)  건고추(3개)  팔각(1개)  참기름(1T)  후춧가루(⅓Ts)  식용유(20ml),멸치  함초  다시마를 갈아 천연 조미료로 간을 맞춰 나트륨의 사용을 줄였어요.,1. 양파는 채 썰고  쪽파는 송송 썰고  레몬은 슬라이스하고  마늘은 으깨고  생강은 납작 썰고  건고추는 굵게 부순다.||2. 중간 불로 달군 마른 팬에 멸치를 넣어 3분간 볶아 수분을 날린 뒤 건함초  다시마와 함께 믹서에 넣어 곱게 간다.||3. 중간 불로 달군 팬에 식용유(20㎖)와 손질한 향신료를 넣고 3분간 볶아 향유를 만든다.||4. 향유에 참기름과 후춧가루  곱게 간 멸치가루를 넣어 섞은 뒤 밥에 넣어 고루 섞는다.||5. 중간 불로 달군 팬에 남겨둔 향유(10g)를 두르고 꽈리고추와 돼지고기를 넣어 9분간 구운 뒤 돼지고기는 얇게 한입 크기로 썬다.||6. 그릇에 비빔밥  구운 돼지고기와 꽈리고추  손질한 양파  쪽파  레몬  김가루  고추냉이  무순  수란을 올린다.,0,양파 쪽파 레몬 무순 멸치 말린 함초 다시마 밥 꽈리고추 돼지고기 등심 수란 김가루 고추냉이 마늘 생강 건고추 팔각 참기름 후추 식용유
840,닭가슴살 채소쌈,볶기,일품,266.3,22.1,23.7,9.2,349.1,https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NxSkgr98WE,[ 2인분 ] 양상추(3장)  양파(¼개)  토마토(중간 크기 1개)  청양고추(2개)  할라피뇨 피클(10개)  닭가슴살(270g)  단호박(1개)  라이스페이퍼(7장)  플레인 요거트(1컵)  마늘(3~4쪽)  대파(½대)  후춧가루(0.5ts)  카레가루(1Ts),단호박을 사용하여 재료 본연의 단맛을 살리고 양상추와 양파를 사용해 식감을 높였어요. 칼륨 함량이 높은 단호박  토마토는 나트륨 배출에 도움을 줘요.,1. 양상추는 채 썰고  양파와 토마토는 작게 한입 크기로 썰고  청양고추와 할라피뇨 피클은 잘게 다진다.||2. 냄비에 물(10컵)  닭가슴살  닭가슴살 삶는 재료와 후춧가루(0.3ts)를 넣어 7분 정도 삶은 뒤 건져 얇게 찢는다.||3. 호박은 4조각으로 잘라 씨를 제거하고  찜기에 물(1컵)을 넣어 쪄내고  껍질을 벗긴 뒤 물(1컵)을 부어가며 으깬다.||4. 약한 불로 달군 팬에 으깬 단호박  닭가슴살  다진 청양고추  카레가루  후춧가루(0.2ts)를 넣어 수분이 날아갈 때까지 볶는다.||5. 팬에 식용유(2컵)를 부은 뒤 중간 불로 예열하고  라이스페이퍼를 넣어 튀긴 뒤 바로 건져낸다.||6. 튀긴 라이스페이퍼에 단호박 볶음과 손질한 채소  플레인 요거트를 올려 마무리한다.,0,양상추 양파 토마토 청양고추 할라피뇨 피클 닭가슴살 단호박 라이스페이퍼 플레인요거트 마늘 대파 후추 카레가루
841,호두 사과 샐러드,굽기,후식,110,13.7,1.2,6.5,31,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053733_1416213453570.jpg,사과 60g  샐러리 5g  마요네즈 4g  레몬주스 1g  식초 1g  호두 5g  건포도 4g  소금적당량,사과는 레몬즙이 들어있는 물에 넣어 색의 변화를 막고 레몬향을 느끼도록 한다.,1. 사과는 4등분하고 씨를 제거한다.||2. 1을 다시 4등분 한다.||3. 셀러리는 껍질을 제거하고 슬라이스 한다.||4. 마요네즈  레몬주스  식초  소금을 섞어 드래싱을 만든다.||5. 볼에 사과  셀러리  호두  건포도를 넣는다.||6. 5에 만들어 놓은 드래싱을 넣어 고루 섞는다.,0,사과 샐러리 마요네즈 레몬주스 식초 호두 건포도 소금
842,고구마란,기타,후식,166,36.6,2.9,2.7,13,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053734_1416213454820.jpg,고구마 70g  꿀 10g  계피가루 2g  대추 5g  호박씨 5g,선을 그을 수 있는 도구를 이용하여 대각선 방향으로 금을 그으면 예쁜모양을 만들 수 있다.,1. 고구마는 껍질을 벗긴 후 큼직하게 썰어 찜통에 찐다.||2. 다 쪄진 고구마를 체에 곱게 내린다.||3. 2에 꿀과 계피가루를 넣어 섞는다.||4. 대추는 씨를 제거한 뒤 0.5mm  마름모꼴로 자른다.||5. 고구마를 조금씩 떼어 둥글게 빚는다.||6. 호박씨와 썰어둔 대추로 꼭지를 만든다.,0,고구마 꿀 계피가루 대추 호박씨
843,과일 파이,굽기,후식,182,38.7,2.8,2.4,29,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053735_1416213455900.jpg,오렌지 25g  사과 25g  설탕 15g  물전분 4g  버터 1g  식빵 30g,만두피로 대용하는 것도 가능하다.,1. 오렌지는 껍질을 벗긴 뒤 잘게 썰고 사과는 껍질 째 깨끗하게 씻어서 잘게 썬다.||2. 냄비에 오렌지와 사과를 각각 넣고 설탕을 넣어 중간 불에서 타지 않도록 졸인다.||3. 졸이는 도중에 과일에서 나온 물로 질척해지면 물전분을 넣어 농도를 맞춘 뒤 차게 식힌다.||4. 식빵은 가장자리를 잘라낸 다음 밀대로 납작하게 밀어 버터를 바른다.||5. 졸인 과일을 얹고 돌돌 만 다음 양끝을 포크로 눌러 붙인다.||6. 식빵의 표면에 버터를 얇게 바르고 170℃로 예열된 오븐에 넣어 노릇하게 굽는다.,0,오렌지 사과 설탕 물 전분 버터 식빵
844,수삼당근정과,기타,후식,110,28.3,2.1,0.2,23,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053736_1416213456837.jpg,당근 50g  수삼 30g  꿀 20g  물 10g  계피가루 2g,연령이 높아지면서 수삼이나 당근을 굵게 갈거나 얇게 잘라서 정과를 한다.,1. 당근과 수삼을 깨끗하게 씻는다.||2. 1을 믹서에 넣고 곱게 간다.||3. 냄비에 2를 붓고 꿀을 넣어 졸인다.||4. 계피가루를 섞는다.||5. 빵이나 크래커를 준비한다.||6. 5의 위에 수삼 당근 정과를 올린다.,0,당근 수삼 꿀 물 계피가루
845,식혜 팥빙수,기타,후식,136,33,3.6,0,5,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053737_1416213457776.jpg,팥 10g  찹쌀가루 15g  쑥가루 5g  물 10g  식혜 110g  소금 적당량,수정과를 얼려서 포크나 스푼으로 긁어서 사용하기도 한다.,1. 팥을 깨끗하게 씻어 물을 부어 끓인 뒤 물을 버리고 다시 찬물을 부어 삶는다.||2. 부드럽게 삶아진 팥의 물기를 제거한 후 으깬다.||3. 찹쌀가루를 둘로 나누어 하나는 쑥가루를 넣고 하나는 맨 찹쌀가루에 뜨거운 물로 익반죽 하여 경단을 만든 뒤 끓는 물에 익힌다.||4. 익힌 경단을 바로 차가운 얼음물에 담궈 식힌다.||5. 식혜에 으깬 팥을 넣고 소금 간을 한 뒤 그릇에 담아 냉동실에 얼리면서 1시간 마다 공기가 들어가도록 포크로 저어준다.||6. 샤베트가 부드럽게 얼면 준비한 그릇에 경단과 함께 담는다.,0,팥 찹쌀가루 쑥가루 물 식혜 소금
846,야채칩,튀기기,후식,72,17.7,1.8,0,17,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053738_1416213458618.jpg,연근 20g  고구마 20g  감자 20g  단호박 20g  당근 20g  소금적당량,주로 뿌리 채소를 이용하여 오븐에서 말리거나 구워낸다.,1. 준비된 야채들을 깨끗이 씻는다.||2. 연근  고구마  감자  단호박  당근은 0.2cm 두께로 썬다.||3. 연근  고구마  감자는 물에 담궈 둔다.||4. 오븐 팬에 썰어 놓은 재료를 넣고 소량의 소금을 뿌린다.||5. 130~150℃로 예열한 오븐에 4를 굽는다.||6. 구워진 야채칩을 식혀 담는다.,0,연근 고구마 감자 단호박 당근 소금
847,잡곡강정,기타,후식,153,29.2,5.5,2.4,10,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053739_1416213459635.jpg,검은콩튀밥 10g  쌀튀밥 10g  메밀튀밥 10g  물엿 6g  설탕 6g  물 3g,물엿과 설탕 녹인 것에 마시멜로우를 넣으면 더 부드러운 강정을 만들 수 있다.,1. 검은콩  쌀  메밀의 튀밥을 준비한다.||2. 물엿에 설탕  물을 넣고 약한불에서 투명하게 녹인다.||3. 오목한 팬에 2를 넣는다.||4. 3의 팬에 1을 넣고 시럽에서 실이 생길 때 까지 불 위에서 젓는다.||5. 강정이 굳기 전에 타원형 모양으로 빚거나 밀대로 밀어 편다.||6. 밀어 편 강정을 마름모 모양으로 자른다.,0,검은콩튀밥 쌀튀밥 메밀튀밥 물엿 설탕 물
848,잣 호두 강정,기타,후식,94,7.9,2.1,6.8,1,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053740_1416213460828.jpg,잣 3g  호두 3g  대추 3g  통깨 5g [시럽] 물엿 3g  설탕 2g,물엿의 비율이 높아지면 덜 단단해 진다.,1. 잣은 고깔을 떼어낸 뒤 젖은 행주로 문질러 먼지를 닦는다.||2. 호두는 미지근한 물에 불려 껍질을 제거한다.||3. 대추는 얇게 돌려 깎아 곱게 다진다.||4. 물엿과 설탕을 냄비에 담고 물을 조금 넣은 뒤 약한불에서 투명한 시럽으로 만든다.||5. 잣  호두  통깨에 다진 대추와 시럽을 넣고 덩어리지게 섞는다.||6. 살짝 뜨거울 때 손으로 동그랗게 뭉쳐준다.,0,잣 호두 대추 통깨 물엿 설탕
849,현미 크레이프,기타,후식,259,56.2,7,0.7,42,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053741_1416213461876.jpg,현미가루 10g  밀가루 20g  우유 30g  참기름적당량  소금적당량 [팥소]팥 15g  설탕 10g [당근조림] 당근 20g  설탕 10g  물 5g,현미가루를 만들어 냉동실에 밀봉하여 사용하는 것이 좋다.,1. 팥을 깨끗하게 씻어 끓인 뒤 물을 따라 버리고 다시 물을 부어 팥이 무르게 삶는다.||2. 당근을 1cm 주사위 모양으로 자른다.||3. 1  2에 각각 설탕을 넣고 졸인다.||4. 볼에 현미가루  밀가루  우유를 넣고 덩어리가 생기지 않도록 잘 갠 뒤 30분간 둔다.||5. 가열된 팬에 참기름을 두르고 약한 불에서 4를 한 국자 정도 떠서 둥글게 부친 뒤 식힌다.||6. 크레이프를 펴고 각각 팥소와 당근조림을 각각 얹은 후 둥글게 만다.,0,현미가루 밀가루 우유 참기름 소금 팥 설탕 당근 물
850,감자 주먹밥,끓이기,밥,240,41.9,8.9,5.6,67,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053743_1416213463031.jpg,감자 80g  밥 80g  당근다진것 20g  시금치 20g  잔멸치 5g  삶은 달걀 노른자 5g  검은깨 1g  흰깨 2g[밥양념] 참기름 2g  소금적당량  흰 후춧가루 적당량,모양 틀을 구매하여 사용하면 더 많은 모양을 이용할 수 있다.,1. 감자를 깨끗하게 씻어 찜통에 찐 뒤 껍질을 벗기고 체에 내린다.||2. 기름 두른 팬에 다진 당근을 볶으면서 소금 간을 하고 시금치는 손질하여 데친 뒤 냉수에 헹궈 물기를 짜고 잘게 다진다.||3. 잔멸치는 팬에 살짝 볶아서 굵직하게 다진다.||4. 볼에 1  2  3  4를 넣고 소금과 흰 후춧가루  참기름을 넣고 섞는다.||5. 삶은 달걀노른자를 체에 내린다.||6. 4를 원형 또는 삼각형으로 만들어 달걀 노른자와 검은깨  흰깨에 골고루 굴려 묻힌다.,0,감자 밥 당근 시금치.잔멸치 달걀 검은깨 흰깨 참기름 소금 흰후춧가루
851,고기완두조림,끓이기,반찬,183,18.9,11.4,7,45,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053744_1416213464068.jpg,돼지고기살코기 40g  완두콩 30g  물 5g  육수 10g  설탕 7g  소금적당량  전분 5g  식용유 3g,완두에는 전분이 들어있어 잘 늘러붙기 때문에 잘 저어가며 조리한다.,1. 돼지고기는 손질한 뒤 완두콩 크기로 썬다.||2. 완두콩을 믹서에 곱게 간다.||3. 기름을 두른 팬에 1을 넣고 달라붙지 않게 볶는다.||4. 2에 3과 설탕을 넣고 끓인다.||5. 4에 소금으로 간을 한다.||6. 물전분으로 소스의 농도를 맞춘다.,0,돼지고기 완두콩 물 육수 설탕 소금 전분 식용유
852,니고랭,볶기,일품,229,35.9,11.5,3.8,310,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053747_1416213467375.jpg,달걀물 10g  식용유 1g  홍고추 3g  마늘다진것 1g  닭가슴살 12g  새우 12g  양파 12g  청경채 20g  스파게티면 40g  방울토마토 15g  버터 적당량 [소야소스] 간장 3g  발사믹식초 1g  굴소스 2g  꿀 3g,미리 준비하는 경우 면을 삶아 기름을 넣어 섞어두면 덜 붙는다.,1. 팬에 기름을 두르고 홍고추와 마늘을 향이 날 때까지 볶는다.||2. 1에 달걀물을 넣고 달걀이 부드럽게 부풀어 오르도록 기다렸다가 반 정도 익었을 때 가볍게 젓는다.||3. 2에 닭고기  새우  양파를 넣고 볶는다.||4. 3에 준비된 스파게티면을 넣고 한 번 볶은 뒤 소야소스를 넣고 면에 간이 충분히 베이도록 볶는다.||5. 면이 볶아지면 청경채  방울토마토를 넣고 살짝 볶는다.||6. 5에 차갑게 한 버터를 넣어 소스에 윤기와 농도가 나도록 한다.,0,달걀 식용유 홍고추 마늘 닭가슴살 새우 양파 청경채 스파게티면 방울토마토 버터 간장 발사믹식초 굴소스 꿀
853,돼지갈비 볶음,볶기,반찬,151,6.7,12.1,8.3,293,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053749_1416213469472.jpg,돼지갈비 60g  굵은소금적당량  마늘다진것 3g  생강다진것 2g  대파 10g  토마토 25g[양념장] 간장 5g  물 10g  식초 2g  설탕 3g  통깨 적당량  참기름 적당량,양념장을 넣어 익힐 때 다양한 야채를 첨가해도 좋다.,1. 돼지갈비는 4cm 길이로 준비하여 기름기를 제거하고 찬물에 담가 핏물을 뺀다.||2. 1에 굵은 소금을 넣고 주물러 갈비를 연하게 한 뒤 소금을 씻어낸다.||3. 돼지갈비에 칼집을 넣은 뒤 대파  마늘  생강을 넣고 끓인 물에 데쳐서 헹군다.||4. 냄비에 기름을 두르고 데쳐낸 갈비를 볶다가 양념장을 붓고 뚜껑을 덮어 서서히 익히면서 볶는다.||5. 갈비에 간이 베이면 센불에서 저어주면서 윤기 나게 볶는다.||6. 접시에 얇게 썬 토마토를 깔고 볶아낸 돼지갈비를 담은 뒤 통깨를 뿌린다.,0,돼지갈비 굵은소금 마늘 생강 대파 토마토 간장 물 식초 설탕 통깨 참기름
854,미니 그라탕,굽기,일품,236,44.6,6.3,5.6,58,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053750_1416213470534.jpg,사과 50g  참마 25g  레몬주스 10g  건포도 5g  슬라이스아몬드 5g  설탕 6g[소스] 참마 25g  두유 40g  물엿 5g  밀가루 3g  올리브오일 1g  소금 적당량,마 대신 감자를 이용할 수 있고 소스도 크림소스로 대체할 수 있다.,1. 껍질을 벗기지 않은 사과와 반을 잘라 껍질을 벗긴 참마를 0.7cm 주사위모양으로 썬다.||2. 사과에 레몬주스  소금을 넣고 부드러워질 때 까지 익힌 뒤 참마를 넣고 살짝 끓인다.||3. 나머지 참마는 껍질을 벗긴 뒤 토막내 두유  물엿  밀가루  올리브오일과 같이 믹서에 간다.||4. 3이 퓨레 상태가 되면 약 불에서 걸쭉하게 졸인다.||5. 2에 건포도를 섞은 뒤 틀에 담고 4를 펴서 얹고 그 위에 슬라이스 아몬드와 설탕을 뿌린다.||6. 200℃로 예열한 오븐에서 표면이 노릇해 질 때 까지 약 10분 간 굽는다.,0,사과 참마 레몬주스 건포도 슬라이스아몬드 설탕 두유 물엿 밀가루 올리브유 소금
855,밀라노 스타일 포크 커틀렛,튀기기,반찬,229,7.6,13.8,15.1,98,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053751_1416213471597.jpg,돼지등심 60g  밀가루 4g  달걀 12g  빵가루 4.5g  바질 0.5g  건타임 0.5g  버터 0.5g  식용유 1g  레몬 5g  파마산치즈 2g  소금 적당량  후추 적당량,돼지고기는 우유에 10분정도 담갔다가 사용하게 되면 누린내 제거에 좋고 맛도 부드러워진다.,1. 돼지고기(등심)을 고기망치로 두드려 1cm 정도 두께로 편다.||2. 돼지등심에 소금  후추로 간을 한다.||3. 파마산치즈  빵가루  건바질  타임을 섞어 허브 빵가루를 만든다.||4. 고기에 밀가루  달걀물  허브 빵가루 순으로 묻힌다.||5. 가열한 팬에 기름을 두르고 커틀렛을 익힌다.||6. 커틀렛이 익으면 기름을 빼고 그릇에 담는다.,0,돼지고기 등심 밀가루 달걀 빵가루 바질 말린 타임 버터 식용유 레몬 파마산치즈 소금 후추
856,바지락 볶음면,볶기,일품,235,36.3,12.6,4,448,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053752_1416213472408.jpg,바지락살 20g  칵테일새우 20g  청고추 5g  홍고추 5g  대파 10g  마늘다진것 3g  생강다진것 2g  칼국수면 80g  식용유 적당량  물전분 4g [간장소스]멸치육수 50g  간장 5g  설탕 5g  양파즙 5g  다진 파 5g  다진 마늘 3g  참기름 2g  깨소금 1g  소금 적당량  후춧가루 적당량,바지락을 소금물에 미리 담그어 놓으면 모래를 뱉어 씹히는 질감이 좋다.,1. 바지락살과 새우는 소금물에 흔들어 씻어 체에 받쳐 물기를 제거한다.||2. 대파  청  홍고추는 송송 썰고  마늘  생강은 다진다.||3. 끓는 물에 칼국수 면을 삶아 냉수에 헹군 뒤 참기름으로 버무린다.||4. 멸치 육수에 분량의 재료를 넣고 간장 소스를 만든다.||5. 팬에 식용유를 두르고 다진 마늘  생강  고추를 넣어 볶다가 센 불에서 바지락살과 새우  청주를 넣어 볶은 뒤 간장소스를 넣고 끓인다.||6. 5가 반정도 졸면 칼국수 면을 넣어 볶으면서 물전분으로 농도를 맞춘 뒤 송송 썬 파와 참기름을 넣고 마무리한다.,0,바지락살 칵테일새우 청고추 홍고추 대파 마늘 생강 칼국수면 식용유 물 전분 멸치육수 간장 설탕 양파즙 파 참기름 깨 소금 후추
857,삼색 꽃 화전,기타,반찬,160.6,22.36,2.11,6.97,1.31,http://www.foodsafetykorea.go.kr/uploadimg/20190409/20190409044713_1554796033713.jpg,찹쌀가루 60g  시금치 30g  치자 5g  식용꽃 5g  타임 5g  설탕 15g  꿀 20g,화전 반죽에 시금치와 치자를 이용해 맛과 색을 냈어요.,1. 시금치는 데친 뒤 믹서에 곱게 갈고 치자는 따뜻한 물에 불린다.||2. 곱게 간 시금치에 데쳤던 물을 넣고 가열한 뒤 찹쌀가루 절반에 조금씩 부어 익반죽 한다.||3. 남은 절반의 찹쌀가루에 가열한 치자물을 조금씩 부어 익반죽 한다.||4. 30분 간 휴지시킨 뒤 팬에 기름을 두르고 적당한 크기로 빚은 화전을 지진다.||5. 한쪽 면을 익힐 때 위에 꽃을 올린 뒤 뒤집어 살짝만 지진다.||6. 꿀과 설탕  물을 1:2:3 비율로 섞어 끓여 시럽을 만들어 화전 위에 끼얹고 타임으로 장식한다.,0,찹쌀가루 시금치 치자 식용꽃 타임 설탕 꿀
858,알록달록연근튀김,튀기기,반찬,66.9,10.2,1.1,2.4,103.4,http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313045226_1584085946623.JPG,깐연근 22.18g  비트 2.12g  시금치 2.12g  카레가루 1.52g  건새우 0.3g  전분 2.25g  튀김가루 4.25g  소금 0.05g  식물성기름 500ml,건새우를 갈아넣어 고소한 맛을 더하고 소금을 최소화 했어요.,1. 연근은 얇게 썰어 찬물에 담가 전분기를 제거한다.||2. 건새우는 곱게 갈아준다.||3. 시금치  비트는 각각 믹서기에 갈아 즙을 준비한다.||4. 튀김가루에 새우가루와 물을 넣어 반죽을 한다.||5. 반죽에 시금치  카레  비트를 각각 넣어 3가지 색의 반죽을 만든다.||6. 연근에 전분가루를 묻히고 튀김옷을 입혀 바삭하게 튀겨낸다.,0,연근 비트 시금치 카레가루 건새우 전분 튀김가루 소금 튀김용 기름
859,잎채소튀김,튀기기,반찬,222.6,10.2,2.3,19.2,70.5,http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313054031_1584088831750.jpg,깻잎 5g  상추 6g  배추 7g  계란 10g  튀김가루 10g  콩기름 5g  얼음,아이들이 선호하는 튀김 조리법으로 채소 본연의 맛을 느낄 수 있도록 했어요.,1. 볼에 튀김가루  계란 물을 섞어 반죽을 만든 후 얼음을 넣어 차갑게 한다.||2. 깻잎  상추  배추는 깨끗하게 씻어 준비한다.||3. 재료를 먹기 좋은 크기로 썬다.||4. 냄비에 콩기름을 부은 후 적당한 온도가 될 때까지 가열한다.||5. 야채에 반죽을 입힌다.||6. 노릇하게 튀긴다.,0,깻잎 상추 배추 달걀 튀김가루 콩기름 얼음
860,포항초사과샐러드,기타,반찬,10.34,1.52,0.77,0.13,15.81,http://www.foodsafetykorea.go.kr/uploadimg/20210129/20210129103512_1611884112461.JPG,포항초 20g  사과 5g  당근 2g  양파 2g  파프리카 1g  레몬즙(또는 식초) 0.2g  저염간장 0.4g  설탕 0.2g,해풍의 영향으로 적당한 염분이 함유된 포양초에 사과를 곁들여 맛을 냈어요.,1. 포항초는 세척하고 3cm 크기로 자른다.||2. 당근은 얇게 채 썰어주고  사과는 껍질 채로 채 썰어 설탕물에 담가 둔다.||3. 양파와 파프리카는 작은 큐브 모양으로 썬다.||4. 저염간장  레몬즙  설탕  양파  파프리카를 넣어 오리엔탈 드레싱을 만든다.||5. 포항초에 당근과 사과를 넣어 섞어준다.||6. 샐러드에 오리엔탈 드레싱을 곁들여 제공한다.,0,포항초 사과 당근 양파 파프리카 레몬즙 식초 간장 설탕
