index,메뉴명,조리방법,요리종류,열량,탄수화물,단백질,지방,나트륨,이미지경로,재료정보,저감조리법TIP,만드는법,감정,재료
329,삼색꼬치구이,굽기,반찬,255.4,9.12,11.9,6.14,57,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00237_2.png,재료 돼지고기(목살  120g)  파인애플(30g)  브로콜리(20g)  방울토마토(40g) 배사과소스 배(30g)  사과(50g)  레몬즙(5g)  꿀(5g),돼지고기를 나트륨 함량이 높은 쌈장과 고추장  소금장에 찍어먹는 대신 육류와 어울리는 배와 사과를 사용해 만든 새콤달콤한 소스를 곁들여 나트륨 섭취를 줄였다,"1. 껍질을 벗긴 배  사과를 믹서기에
갈아 레몬즙과 꿀을 넣고
배사과소스를 만든다.||2. 돼지고기와 파인애플은 깍둑 썬다.||3. 브로콜리는 약 2~3cm 크기로 자른
후 끓는 물에 살짝 데친다.||4. 식용유(5g)를 두른 팬에 돼지고기를
한 번 먼저 굽는다.||5. 꼬치에 방울토마토  구운 돼지고기 
파인애플  브로콜리 순서로 끼운 후
굽는다.||6. 노릇하게 구운 꼬치구이에
배사과소스를 얹어 마무리한다.",0,돼지고기 목살 파인애플 브로콜리 방울토마토 배 사과 레몬즙 꿀
330,꽁치채소말이,굽기,반찬,523,10.3,13.7,12.6,93.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00238_2.png,재료 꽁치살(200g)  마늘종(30g)  양파(40g)  파프리카(100g) 밀가루(30g)  깻잎(3g)  무순(8g)  새싹(8g) 오렌지소스 오렌지(200g)  레몬즙(15g)  설탕(0.3g)  고운 소금(0.3g),꽁치에 소금간을 최대한 줄이고  오렌지소스를 곁들여 비린 맛을 잡으면서 상큼함을 더했다.,"1. 꽁치는 머리와 꼬리를 떼어 내고
포 뜨듯이 길게 살만 발라내 잔뼈를
발라 쌀뜨물에 담갔다 건져 물기를
제거한다.||2. 오렌지를 간 뒤 레몬즙과 설탕 
소금을 섞어 오렌지소스를 만든다.||3. 마늘종은 꽁치 폭에 맞춰 썰고 
양파와 파프리카도 채 썬다.||4. 수분을 제거한 꽁치에 밀가루를
묻혀 깻잎→마늘종→양파→
파프리카 순으로 올려 돌돌 말아
꼬치로 꽂아 고정한다.||5. 밀가루를 묻히고 달군 팬에
앞뒤가 노릇노릇하게 익힌다.||6. 소스를 팬에 넣고 끓이다가 꽁치
꼬치를 넣고 졸인 뒤 그릇에 무순 
새싹과 함께 담아 마무리한다.",0,꽁치살 마늘종 양파 파프리카 밀가루 깻잎 무순 새싹 오렌지 레몬즙 설탕 고운 소금
331,차돌박이구이,굽기,반찬,210.2,9.64,8.88,8.33,32,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00239_2.png,재료 연근(30g)  미나리(20g)  오렌지(50g)  오렌지주스(50g) 차돌박이(60g)  어린잎채소(10g) 홍초물 설탕(5g)  홍초(20g)  물(10g),염분이 많은 양념 대신에 오렌지와 홍초를 이용해 상큼한 맛을 살리면서 나트륨 함량을 줄였다,"1. 연근은 얇게 3㎜ 정도의 두께로 썰어
홍초물에 담가 절인다.||2. 미나리는 연근과 비슷한 길이로
썬다.||3. 오렌지는 껍질은 얇게 벗겨 채 썰고 
과육부분은 반달 모양으로 2조각
썬다.||4. 과육을 오렌지주스와 섞은 뒤 갈아
오렌지소스를 만든다.||5. 팬에 차돌박이를 펼친 뒤
오렌지소스를 조금씩 넣으며 익힌다.||6. 그릇에 연근초절임  미나리 
어린잎채소  차돌박이 순서로
담은 뒤 오렌지 껍질과
오렌지소스를 얹어 마무리한다.",0,연근 미나리 오렌지 오렌지주스 차돌박이 어린잎채소 설탕 홍초 물
332,간장아귀찜,끓이기,반찬,100.5,1.15,15.1,0.76,119.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00240_2.png,재료 아귀(150g)  새우(20g)  미나리(15g)  풋고추(5g)  붉은 고추(5g) 콩나물무침 콩나물(30g)  참기름(3g)  참깨(1g) 간장소스 설탕(1g)  저염간장(3g)  청주(15g)  다시마물(50g) 아귀찜양념 다진 양파(50g)  다진 생강(5g)  다진 마늘(10g),고추장소스를 사용하지 않고 저염간장과 천연 조미료를 우린 물로 맛을 내 나트륨 섭취를 줄였다.,"1. 아귀는 얇게 포를 뜬다.||2. 새우를 다져 아귀포 안에 채워 넣은
뒤 데친 미나리로 묶는다.||3. 냄비에 간장소스  아귀 
아귀찜양념을 넣고 약한 불에서
끓인다.||4. 아귀가 익으면 고추를 어슷 썰어
올린 뒤 살짝 더 익힌다.||5. 콩나물은 끓는 물에 데친 뒤 참기름 
참깨를 넣고 무친다.||6. 아귀찜에 콩나물무침을 곁들여
마무리한다.",0,아귀 새우 미나리 풋고추 홍고추 콩나물 참기름 참깨 설탕 간장 청주 다시마물 양파 생강 마늘
333,견과류통삼겹살찜,찌기,반찬,745.4,6,14.9,29,282.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00241_2.png,재료 돼지고기(통삼겹살  200g)  땅콩(15g)  아몬드(5g)  말린 자두(15g) 호두(15g)  새우젓(5g)  마늘(20g)  파프리카(45g)  부추(15g) 돼지고기 밑간 간장(5g)  참기름(5g)  후춧가루(1g) 양념 들기름(5g)  고춧가루(5g) 소스 설탕(15g)  맛술(10g)  간장(5g)  닭육수(50g)  다진 마늘(5g) 다진 양파(10g)  다진 생강(5g)  다진 당근(5g),새우젓과 마늘에 소금간을 따로 하지 않고 튀겨 함께 곁들여 맛을 내 나트륨 섭취량을 줄였다,"1. 통삼겹살은 속을 판 뒤 땅콩  아몬드 
말린 자두  호두로 채운 뒤
돼지고기 밑간에 재워 놓는다.||2. 통삼겹살을 김 오른 찜기에 넣어
찐다.||3. 물기를 뺀 새우젓과 편 썬
마늘을 기름에 튀긴다.||4. 소스 재료를 끓인다.||5. 파프리카는 채 썰고  부추는 먹기
좋은 크기로 썰어 들기름과
고춧가루에 버무린다.||6. 통삼겹살을 먹기 좋은 크기로 썰어
부추  파프리카 위에 놓고 튀긴
새우젓과 마늘을 올린 뒤 소스를
곁들여 마무리한다.",0,통삼겹 땅콩 아몬드 말린 자두 호두 새우젓 마늘 파프리카 부추 간장 참기름 후추 들기름 고춧가루 설탕 맛술 간장 닭육수 양파 생강 당근
334,닭가슴살말이,찌기,반찬,233.1,3.98,2.22,3.59,113.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00242_2.png,재료 닭가슴살(150g)  당근(10g)  시금치(10g) 마른 표고버섯(10g)  간장(5g)  참기름(3g)  견과류(16g) 단촛물 설탕(3g)  식초(10g) 겨자소스 설탕(28g)  발효겨자(28g)  식초(28g)  다진 잣(4g)  다진 땅콩(4g)  참깨(4g),재료에 따로 간을 하지 않고 식초와 겨자를 사용한 견과류 소스를 곁들여 나트륨 섭취를 줄였다,"1. 닭가슴살은 곱게 다진다.||2. 당근은 채 썰어서 단촛물에 5분 정도 절이고  시금치는 데쳐서 물기를 제거하고  마른 표고버섯은 불린 뒤 곱게 채를 썰어 간장과 참기름에 버무린다.||3. 종이포일에 다진 가슴살을 올리고 그 위에 시금치  당근  표고버섯과 견과류를 올려 말아준다||4. 김 오른 찜기에 넣어서 25분간 찐다.||5. 겨자소스를 만든다.||6. 닭가슴살말이에 겨자소스를 곁들여
마무리한다.",0,닭가슴살 당근 시금치 마른 표고버섯 간장 참기름 견과류 설탕 식초 겨자 식초 잣 땅콩 참깨
335,두부말이찜,찌기,반찬,250.6,19.4,1.64,5.51,90.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00243_2.png,재료 두부(150g)  불린 표고버섯(50g)  닭가슴살(100g) 톳(50g)  깻잎(10g)  참기름(5g) 반죽양념 다진 파(10g)  다진 마늘(10g)  부순 참깨(5g) 레몬소스 설탕(2g)  레몬즙(3g)  간장(0.5g)  식초(2g),소금간 대신 시큼한 레몬소스로 맛을 내 나트륨 함량을 줄였다.,"1. 두부는 으깨어 면포에 물기를 짜고 
불린 표고버섯도 물기를 꼭 짠 뒤
다지고  닭가슴살은 곱게 다진다.||2. 두부  표고버섯  닭가슴살에
반죽양념을 넣어 치댄다.||3. 톳은 데쳐서 송송 썬다.||4. 쿠킹포일에 참기름을 바르고 반죽을
펼친 뒤 깻잎을 얹고 그 위에 톳을
올려 김밥 말듯이 만다.||5. 쿠킹 포일에 구멍을 내고 김이 오른
찜통에 10-15분 정도 찐다.||6. 두부말이가 식으면 적당한 크기로
썬 뒤 레몬소스를 살짝 뿌려
마무리한다.",0,두부 표고버섯 닭가슴살 톳 깻잎 참기름 파 마늘 참깨 설탕 레몬즙 간장 식초
336,미나리명태찜,찌기,반찬,119.4,0.03,19.9,1.03,137.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00244_2.png,재료 미나리(20g)  명태(150g)  후춧가루(0.1g) 레몬소스 설탕(7g)  레몬(108g)  식초(6g)  저염간장(4g),생선에 양념을 내 익히는 것이 아니라 생선을 찐 다음 소스를 곁들여 생선살 속에 간이 배지 않아 나트륨 함량은 낮추고 재료 본연의 맛을 느낄 수 있다.,"1. 레몬소스를 만들어 약한 불에
졸인다.||2. 미나리는 4cm 간격으로 썬 뒤
잎 부분을 레몬소스에 버무려
놓는다.||3. 즙을 짜고 남은 레몬은 얇게 썰어
준비한다.||4. 명태는 손질한 뒤 후춧가루를 뿌려
밑간한다.||5. 김 오른 찜기에 면포를 깔고 명태를
올린 뒤 미나리줄기와 얇게 썬
레몬을 올려서 중간 불에서 10분 
약한 불에서 10분 정도 찐다.||6. 명태가 다 익으면 레몬소스에
버무린 미나리 잎과 남은
레몬소스를 끼얹어 마무리한다.",0,미나리 명태 후추 설탕 레몬 식초 간장
337,불고기덮밥,볶기,밥,332.5,58.3,12.6,5.4,192.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00340_2.png,쌀밥 200g  소불고기 150g  양파 60g  청고추 15g  홍고추 18g 팽이버섯 20g  계란 60g  쪽파 15g  마늘기름 30g  통깨 5g 양념장 : 맛간장 15g  생강청 15g  다진마늘 10g  다진대파 10g  흰후추 1g  참기름 5g,일반 간장 대신 맛간장도 넣고 특유의 맛을 높이기 위해서 생강청과 다진마늘을 넣어 감칠맛을 높였다.,"1. 소 불고기는 양념장을 버무려 팬에 볶아준다.||2. 청고추  홍고추는 가늘게 채 썰어준다.||3. 양파는 채 썰고 쪽파도 한입 크기로 잘라준다.||4. 팽이도 먹기 좋은 크기로 잘라준다.||5. 계란물을 풀어준다.||6. 채소를 각각 볶아주다가 볶은 불고기에 섞어
주고 계란물을 풀어서 밥에 올려서 통깨를
뿌려 완성한다.",0,쌀 소고기 불고기 양파 청고추 홍고추 팽이버섯 달걀 쪽파 마늘기름 통깨 간장 생강청 마늘 대파 흰후추 참기름
338,바비큐리조또,끓이기,밥,301,39.4,10.5,11.2,269.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00341_2.png,통삼겹 200g 조림장 : 맛간장 30g  통후추 2g  발사믹식초 30g  흰후추 1g 청국장리조뜨 : 밥 150g  청국장가루 15g  야채육수 200g  감자 30g 올리브오일 15g  영양부추 20g 곁들이채소 : 적양배추 30g  사과 70g  마늘 25g  올리브오일 10g,통후추와 맛간장  발사믹식초를 이용해 조림장을 만들어 통삼겹살의 두께가 있어도 간장을 많이 사용 안 해도 깊은 맛을 낼 수가 있다.,"1. 사과와 적양배추는 먹기 좋은 크기로 잘라준다.||2. 감자를 작은 깍두기 모양으로 자르고 영양부추는
송송 잘라주어 청국장 리조또를 만들어준다.||3. 준비된 곁들이 채소를 올리브오일에 볶아준다.||4. 준비된 통삼겹은 물에 한번 80% 이상 데쳐준 후
조림장 재료에 물 200g을 넣고 은근히 졸여서
익혀준다.||5. 조림장에 졸여지는 통삼겹에 장이 한 큰술
남을 정도까지 졸여준다.||6. 접시에 곁들이 채소와 청국장 리조또를 함께
올려 셋팅한다.",0,통삼겹 간장 통후추 발사믹식초 흰후추 밥 청국장가루 야채육수 감자 올리브유 부추 적양배추 사과 마늘
339,간편콩국수,끓이기,일품,229.9,26.2,12.3,8.4,183.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00342_2.png,메밀면 80g  백일송이 25g  마늘기름 15g  통깨 2g  볶은소금 1g 고명 : 애호박 50g  양파 50g  청고추 15g  홍고추 15g 국물 : 두유 200g  두부 60g,소금 대신 마늘기름을 사용해 채소를 볶을 때 향을 내주어 나트륨 함량을 줄여주었고  두유와 두부를 믹서에 갈아 고소함을 높여서 짜지 않은 콩국수를 만들었다.,"1. 두유와 두부를 믹서에 생수 100g을 넣고
갈아준다.||2. 애호박은 돌려깎기 해서 채 썰어주고 양파 
홍고추  청고추도 가늘게 채 썰어준다.||3. 백일송이는 가늘게 찢어 볶아준다.||4. 애호박  당근  청고추  홍고추를 각각 볶아준다.||5. 메밀면을 삶아서 준비한다.||6. 볼에 메밀면을 담고 고명을 올려준 후 믹서
에 갈은 두부두유를 뿌려 완성한다.",0,메밀면 백일송이버섯 마늘기름 통깨 볶은소금 애호박 양파 청고추 홍고추 두유 두부
340,모듬해물찜,끓이기,반찬,156.3,12,21,2.7,1010.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00343_2.png,전복 200g  자숙새우 60g  소라살 45g  알마늘 20g  대파 15g 청고추 15g  홍고추 15g  홍피망 15g  양파 50g 양념장 : 멕시코고추 2g  맛간장 30g  올리고당 15g  참기름 15g  흰후추 1g  물 200g,해물을 데친 물을 육수로 사용하여 감칠맛을 높였다.,"1. 자숙새우와 소라살은 한번 데친 후 소라살은
먹기 좋게 잘라준다.||2. 전복은 껍질을 벗기지 말고 세척해 준다.||3. 양파  홍피망  대파는 먹기 좋게 잘라준다.||4. 청고추  홍고추도 먹기 좋게 잘라준다.||5. 데친 물 200g에 양념장을 만들어 멕시코
고추를 담가 숙성시켜준 뒤 양념장에 알마늘을
넣어 끓여준다.||6. 만들어진 양념장에 소라  전복  자숙새우 
준비된 채소 순으로 넣어 모듬해물찜을 완성
한다.",0,전복 자숙새우 소라살 마늘 대파 청고추 홍고추 홍피망 양파 멕시코 고추 간장 올리고당 참기름 흰후추 물
341,크렌베리귀리밥,끓이기,밥,494.2,104.3,9.6,4.3,22.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00344_2.png,백미 150g  크렌베리 15g  귀리 20g,크렌베리의 새콤달콤한 맛과 귀리의 고소함으로 나트륨 사용을 줄이고 맛있는 밥을 만들었다.,"1. 백미와 귀리는 세척해 백미는 30분  귀리는
1시간 정도 불려준다.||2. 귀리를 먼저 물을 넣어 볶아 충분히 익혀준다.||3. 귀리가 어느 정도 익을 때 쯤 쌀을 섞어 한 번
더 볶아준다.||4. 귀뢰와 쌀이 익어갈 때 쌀의 물 1배를 넣고
밥을 해 준다.||5. 불을 끄고 크린베리를 바로 넣어서 뚜껑을
덮어 5분 후에 밥을 완성한다.",0,쌀 크랜베리 귀리
342,블루베리냉스프,기타,일품,115.7,20.6,2.2,2.7,32.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00345_2.png,검은콩두유 50g  꿀 15g  딸기 20g  블루베리 20g 저지방우유 50g  볶은현미 20g  바나나 50g 고명 : 브로콜리 15g  라이스페이퍼 1장  건조체리 15g,볶은 현미의 고소함과 건조 체리의 상큼한 맛으로 짠맛을 대체하였다.,"1. 브로콜리는 먹기 좋게 잘라서 데쳐준다.||2. 건조체리는 손질해 씨를 제거하고 송송 다져서
먹기 좋게 잘라준다.||3. 라이스페이퍼를 뜨거운 물에 데쳐내 체리를
말아 체리 만두를 만든다.||4. 만들어진 체리 만두를 팬에 살짝 구워서
라이스페이퍼를 고소하게 만든다.||5. 블루베리  딸기  바나나  검은콩두유와 우유를
한데 섞어 믹서에 갈아준다.||6. 갈아둔 스프를 담고 브로콜리와 체리 만두를
올리고 먹기 전에 볶은 현미를 올려준다.",0,검은콩두유 꿀 딸기 블루베리 우유 볶은현미 바나나 브로콜리 라이스페이퍼 건조체리
343,토마토제철나물 샐러드,기타,반찬,80,9,0.5,4.3,72.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00346_2.png,영양부추 20g  치커리 20g  적양배추 50g  알배추 30g  방울토마토 100g  양파70g 두부크루통 : 두부 60g  식용유 20g 소스 : 마늘 7g  참깨 5g  흑임자 5g  꿀 15g  참기름 15g  맛간장 45g  레몬즙 15g  식초 5g,식빵 대신 두부로 크루통을 만들어 고소함을 더해 주었고  흑임자와 참깨를 소스로 이용해 짠맛 대신 고소한 맛과 향을 더했다.,"1. 마늘과 흑임자 참깨를 다져서 소스를 만든다.||2. 영양부추는 5cm 길이로 잘라주고 알배추는
채 썰어 냉수에 담가둔다.||3. 방울토마토는 먹기 좋게 자르고 적양배추 
양파를 채 썬다.||4. 두부는 기름에 구워서 크루통을 만든다.||5. 준비된 채소를 물기를 빼고 접시에 담아
두부크루통을 올린 뒤 소스와 함께 셋팅한다.",0,부추 치커리 적양배추 알배추 방울토마토 양파 두부 식용유 마늘 참깨 흑임자 꿀 참기름 간장 레몬즙 식초
344,브로콜리스프,끓이기,일품,134.5,8.7,3,9.8,112.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00347_2.png,닭육수 200g  양송이버섯 30g  브로콜리 50g  생크림 50g  함초소금 1g 고명 : 바게트 20g 청양고추버터 : 청양고추 1개  버터 15g  방울토마토 20g  설탕 15g,닭육수를 이용해 풍미를 높였고 닭육수 자체의 맛으로 소금 사용을 줄였다. 버터는 일반 버터 대신 저염버터을 이용하면 더 좋다.,"1. 닭육수에 브로콜리  양송이를 넣고 끓인다.||2. 생크림을 넣고 갈아준 후 함초소금으로 간을
해준다.||3. 다진 청양고추와 버터를 섞어 청양고추버터를
만들어준다.||4. 토마토를 믹서에 갈아 설탕과 팬에 섞어서
토마토 시럽을 만들어준다.||5. 바게트에 토마토시럽을 발라주고 청양고추
버터를 발라 140도 오븐에서 2분간 구워준다.||6. 그릇에 브로콜리스프를 담아주고 청양고추
버터 바게트를 곁들여 완성한다.",0,닭육수 양송이버섯 브로콜리 생크림 소금 바게트 청양고추 버터 방울토마토 설탕
345,초계샐러드,끓이기,반찬,116.8,5,14.2,4.5,63.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00348_2.png,닭가슴살 250g  달걀 60g  오이 25g  피망 25g  파프리카 25g  시금치 50g 소스 : 잣 20g  식초 15g  연겨자 15g  설탕 15g  참깨 15g  흰후추 1g 고명 : 대추 10g,잣으로 소스를 만들어 고소함을 높여주었고  참깨와 연겨자 등을 활용하여 소스를 만들어 짜지 않고 고소한 샐러드 소스를 만들었다.,"1. 닭가슴살은 데친 후 가늘게 찢어준다.||2. 달걀은 황백지단을 부쳐서 다이아몬드 모양
으로 잘라준다.||3. 오이  피망  파프리카도 마름모로 잘라준다.||4. 시금치는 살짝 데쳐서 수분을 짜서 한입
크기로 잘라준다.||5. 소스 재료를 믹서에 갈아 소스를 만들어준다.||6. 대추는 돌려깎기 해서 잘라주고 준비된 모든
재료를 섞어 샐러드를 만들고 대추채를 올려
완성한다.",0,닭가슴살 달걀 오이 피망 파프리카 시금치 잣 식초 연겨자 설탕 참깨 흰후추 대추
346,토마토맑은장국,끓이기,국&찌개,25.4,3,1.8,0.7,174.1,http://www.foodsafetykorea.go.kr/uploadimg/20230313/20230313031720_1678688240492.jpg,필수 재료 : 방울토마토(100g)  시금치(30g)  알배추(25g)  팽이버섯(5g) 육수 : 닭육수(250g) 양념 : 일식된장(25g),닭으로 육수를 우려내고 소량의 된장을 풀어 된장의 구수한 맛과 닭육수의 감칠맛으로 짠맛을 대체했어요.,1. 방울토마토를 뜨거운 물에 넣어 껍질을 벗겨주면 더욱 부드럽게 섭취할 수 있다.||2. 시금치와 알배추는 한입 크기로 잘라준 뒤 뜨거운 물에 살짝 익혀준다.||3. 닭육수에 미소된장을 풀어 체에 걸러준다.||4. 체에 거른 된장국에 팽이버섯을 넣고 살짝 끓여준다.||5. 그릇에 토마토  시금치  알배추를 담는다.||6. 끓인 된장국을 붓고 완성한다.,0,방울토마토 시금치 알배추 팽이버섯 닭육수 일본된장
347,매생이찰범벅,끓이기,밥,122.3,23.7,3.7,1.4,64.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00350_2.png,우유100g  매생이 20g  찹쌀 15g  단호박 50g 밤 30g  녹차소금 1g  멸치육수 150g,소금 대신 녹차소금을 사용하여 염분 섭취량을 줄이고  멸치로 육수를 우려내 시원한 맛을 높였다.,"1. 찹쌀은 미리 불려준다.||2. 매생이는 물에 담가 짠기와 이물질을 빼준다.||3. 단호박은 작은 사각형으로 잘라 멸치육수에
데쳐준다.||4. 밤은 곱게 다져주어 고명으로 사용한다.||5. 우유와 육수를 섞은 뒤 찹쌀을 끓여준다.||6. 죽이 어느 정도 완성되면 데쳐낸 호박과
매생이를 넣어 범벅을 만들어준다.",0,우유 매생이 찹쌀 단호박 밤 소금 멸치육수
348,통삼겹맥적구이,굽기,반찬,397.2,4.1,14.8,35.7,120.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00351_2.png,통삼겹 250g  닭육수 400g 구이소스 : 저염된장 15g  꿀 30g  청주 15g  참기름 15g  다진마늘 10g  다진대파 5g  통깨 10g 샐러드 : 수삼 1개(20g)  알배추 35g  당근 30g 샐러드소스 : 식초 30g  다진마늘 15g  참기름 15g  맛간장 15g,소스에 사용되는 된장을 나트륨을 낮춘 제품을 사용하였고  닭을 우려낸 육수로 감칠맛을 높였다.,"1. 구이소스 재료를 이용해 소스를 만든다.||2. 통삼겹은 닭육수에 삶아 냉수에 헹궈 물기를
빼준다.||3. 통삼겹에 만들어진 소스를 발라 준 뒤 10분
정도 숙성시켜준다.||4. 샐러드재료는 곱게 채 썰고 냉수에 담가
각각의 맛을 중화시켜준다.||5. 샐러드소스를 만들어 샐러드를 버무려준다.||6. 양념에 재워진 통삼겹을 구워주고 샐러드를
담아 완성한다.",0,통삼겹 닭육수 된장 꿀 청주 참기름 마늘 대파 통깨 수삼 알배추 당근 식초 맛간장
349,닭가슴살샌드스테이크,굽기,반찬,187.9,4.8,22.6,8.7,54.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00352_2.png,닭가슴살 150g  시금치 30g  양파 60g  콜리플라워 30g 브로콜리 100g  양송이 30g  방울토마토 100g  닭육수 200g  다진마늘 5g  버터 15g  흰후추 1g  올리브오일 15g 소스 : 버터 5g  꿀 30g  오렌지주스 200g  레몬즙 15g  흰후추 1g,닭육수를 사용하여 감칠맛을 높이고  오렌지주스의 상큼한 맛으로 짜지 않은 스테이크 소스를 만들었다.,"1. 닭은 손질해 주고 흰 후추와 올리브오일로
밑간을 해준다.||2. 시금치는 데친 후 수분을 제거해 먹기 좋게
잘라주고  양파는 송송 다져준다. 준비된
채소를 마늘과 버터에 볶아주다 생크림을 넣어
살짝 졸여준다.||3. 콜리플라워  브로콜리는 뜨거운 물에 데친 후
방울토마토와 함께 팬에 구워준다.||4. 버터에 꿀을 넣고 졸이다가 카라멜 효과를
주고 오렌지주스와 레몬즙을 넣고 갈색소스를
만든다.||5. 닭가슴살을 포를 떠준 후 졸여준 채소를
채워준다.||6. 닭가슴살을 팬에 구워주고 접시에 구운 채소
와 소스를 뿌려준다.",0,닭가슴살 시금치 양파 콜리플라워 브로콜리 양송이 방울토마토 닭육수 마늘 버터 흰후추 올리브유 버터 꿀 오렌지주스 레몬즙
350,치즈리조또,끓이기,밥,370.8,57.1,9,11.8,166.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00353_2.png,단호박 50g  우유 180mg  유기농 아기치즈 27g 멥쌀 60g  생 표고버섯 15g  참기름 5g  볶은소금 1g,소금 대신 소량의 볶음소금을 사용하여 구수한 맛을 높이고 생 표고 버섯을 채썰어 넣어 부드러운 식감을 살렸다.,"1. 쌀은 30분전에 불려준다.||2. 단호박은 찐 후 체에 내려준다.||3. 생 표고버섯은 뜨거운 물에 데친 후 아주
가늘게 채를 썰어준다.||4. 반은 채 썰어서 참기름으로 간을 해 준다.||5. 팬에 표고를 먼저 볶아주다가 불린 쌀을
넣어 볶고 볶은소금으로 간을 해준다.||6. 볶아주던 쌀에 우유를 넣어가면서 계속 볶아
주고 단호박과 치즈를 넣어 완성한다.",0,단호박 우유 치즈 맵쌀 생 표고버섯 참기름 볶은소금
351,가지말이샐러드,굽기,반찬,89,9.1,2.9,4.6,58,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00354_2.png,가지 250g  감자 50g  미니파프리카 30g  양파 40g  마늘튀김 15g 소스 : 홀그레인머스터드 15g  올리브오일 30g  다진마늘 15g  설탕 5g 올리고당 15g  레드와인 30g 곁들이채소 : 어린채소 30g 고명 : 파마산치즈,고칼륨 식품인 가지와 다양한 채소를 사용하여 씹는 맛을 높이고  소스에 머스터드와 레드와인으로 맛을 내 머스터드의 고소한 맛과 레드와인의 떫은 맛으로 조화를 이루었다.,"1. 가지는 길이로 포를 떠 준다. 이때 필러를
이용하면 간편하게 할 수가 있다.||2. 감자는 채 썰어 냉수에 담가 전분기를 완전히
빼준다.||3. 파프리카  양파  청고추는 감자와 같은 길이로
채 썰어준다.||4. 소스를 만들어준다.||5. 가지를 기름 없이 구워준다.||6. 구운 가지를 펴 놓고 준비된 채소를 말아서
가지말이를 만들고  마늘튀김을 올려 소스랑
완성한 뒤 파마산치즈를 다져서 먹기 직전에
뿌려준다.",0,가지 감자 미니 파프리카 양파 마늘튀김 홀그레인 머스터드 올리브유 마늘 설탕 올리고당 레드와인 어린채소 파마산치즈
352,유자등갈비구이,굽기,반찬,433.3,42.6,15.4,22.4,167.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00485_2.png,등갈비(150g)  월계수잎(2g)  생강(10g)  통후추(3g)  식용유(10g)  마늘(20g)  적양배추(20g)  양파(20g)  당근(20g) - 소스 : 유자청(30g)  사과(20g)  밤(10g)  생크림(10g)  설탕(10g)  소금(0.2g)  식초(10g),유자소스가 고기의 잡내를 없애주고  고기를 연하게 합니다. 새콤달콤한 소스로 인해 나트륨을 적게 넣고도 맛있는 등갈비를 만들 수 있어요.,"1. 등갈비는 찬물에 약 2시간 이상 담그어
핏물을 빼고  월계수잎과 생강  통훗추를
넣고 약 1시간 삶아 건져 놓는다.||2. 적양배추와 당근  양파를 채를 썰어
찬물에 담그어 놓는다.||3. 유자청에 밤을 다져넣고 사과즙 
생크림  설탕  소금  식초를 넣어
골고루 섞어 소스를 만든다.||4. 물에 담그어 놓은 채소는 채에 올려
물기를 빼 놓는다.||5. 팬에 기름을 두르고 다진마늘을 볶아
마늘기름을 만들어 놓는다.||6. 마늘기름으로 삶아 놓은 등갈비를
노릇노릇 하게 굽고  접시에 담아
물기를 빼 놓은 채소를 담고 유자소스를
올려 완성한다.",0,등갈비 월계수잎 생강 통후추 식용유 마늘 적양배추 양파 당근 유자청 사과 밤 생크림 설탕 소금 식초
